_index,_type,_id,_score,sort,_source.proposal_title,_source.pgrp_center,_source.institution_name,_source.purchase_request_number,_source.grant_number,_source.pr_task,_source.technical_representative,_source.principal_investigator,_source.award_date,_source.pop_end_date,_source.pop_start_date,_source.program_title,_source.case_state
nasa-public,grants,80NSSC18K1367_CANCELLED,,[-9223372036854775808],THE IMPACT OF HEAVY IONS ON ENERGY OUTFLOW IN RECONNECTION,HQ,University of Minnesota,,80NSSC18K1367 CANCELLED,Administrative | Administrative - Other,Therese Kucera,Cynthia Cattell,,2021-09-30,2018-10-01,MAGNETOSPHERIC MULTISCALE GUEST INVESTIGATORS,Cancelled
nasa-public,grants,80NSSC17K0576_CANCELLED,,[-9223372036854775808],GEOTAIL ENERGETIC PARTICLES AND ION COMPOSITION (EPIC) PROGRAM,GSFC,,,80NSSC17K0576 CANCELLED,|,Guan Le,TONY LUI,,2021-09-30,2017-09-01,UNSOLICITED,Cancelled
nasa-public,grants,NNX15AT34A_Cancelled,,[-9223372036854775808],JCET:2015-2020-A PROPOSAL FOR CONTINUED RESEARCH IN THE EARTH SYSTEMS SCIENCES,GSFC,,,NNX15AT34A Cancelled,Administrative | Administrative - 2nd No Cost Extension,Anton Darmenov,BELAY B DEMOZ,,2021-09-30,2015-10-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC18K1361_cancelled,,[-9223372036854775808],CHEMICAL GARDENS: EARTH-BOUND EXPERIMENTS AND ISS FLIGHT EXPERIMENTS,MSFC,FLORIDA STATE UNIVERSITY,4200724279,80NSSC18K1361 cancelled,Funding | Funding - Incremental,Jan Rogers,OLIVER STEINBOCK,,2021-09-30,2018-10-01,NASA@WORK CHALLENGE: 2270,Cancelled
nasa-public,grants,80NSSC17K0578_P00001,,[-9223372036854775808],PLASMA MEASUREMENTS FOR GEOTAIL,GSFC,UNIVERSITY OF IOWA,,80NSSC17K0578 P00001,Distribution,Guan Le,KENT ACKERSON,,2021-09-30,2017-10-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K1034_P00002,,[-9223372036854775808],Exercise Countermeasure to Prevent Ocular Structural and Functional Changes in a Terrestrial Model of SANS,JSC,,,80NSSC20K1034 P00002,Funding | Funding - De-Obligation P.I. Transfer,LUCY BARNES-MOTEN,ALEX HUANG,,2021-09-30,2020-07-01,Appendix C: Countermeasures for Mitigation of Spaceflight Associated Neuro-ocular Syndrome,Cancelled
nasa-public,grants,80NSSC20K0125_P00002,,[-9223372036854775808],Astrocytes as key mediators of central nervous system responses to space radiation,ARC,Universities Space Research Association-USRA,,80NSSC20K0125 P00002,Administrative | Administrative - 1st No Cost Extension,LAURA LEWIS,Egle Cekanaviciute,,2021-09-30,2019-10-17,Human Exploration Research Opportunities (HERO),Cancelled
nasa-public,grants,80NSSC18K1524_Cancelled,,[-9223372036854775808],SNOOPI: SigNals-Of-Opportunity P-band Investigation,GSFC,Purdue University,,80NSSC18K1524 Cancelled,Funding | Funding - Augmentation,SACHIDANANDA BABU,JAMES GARRISON,,2021-09-30,2018-10-01,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,NNX16AP94G_CANCELLED,,[-9223372036854775808],PLANETARY AEOLIAN LABORATORY,HQ,,,NNX16AP94G CANCELLED,Funding | Funding - Augmentation,MICHAEL KELLEY,DAVID WILLIAMS,,2021-09-30,2016-08-24,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES ? 2010,Cancelled
nasa-public,grants,80NSSC19Cancelled,,[-9223372036854775808],Investigating the Formation and Evolution of the Moon's Anorthositic Crust,HQ,University of Central Florida,,80NSSC19Cancelled,Receiving,ROBERT FOGEL,KERRI  DONALDSON HANNA,,2021-10-11,2018-10-12,Lunar Data Analysis,Cancelled
nasa-public,grants,NNX15AB23G_CANCELLED,,[-9223372036854775808],LUNAR TOPOGRAPHY AND VOLATILE STABILITY FROM LOLA,GSFC,,,NNX15AB23G CANCELLED,Funding | Funding - Augmentation,TIMOTHY P MCCLANAHAN,ODED AHARONSON,,2021-10-13,2014-10-14,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20M0075_CANCELLED,,[-9223372036854775808],NDIR Gas Measurement Instrument for Atmospheric Probes,GSFC,Catholic University of America,,80NSSC20M0075 CANCELLED,Funding | Funding - Augmentation,Conor Nixon,George Nehmetallah,,2021-10-31,2020-05-01,Single Source,Cancelled
nasa-public,grants,80NSSC20M0180_P00003,,[-9223372036854775808],Polymer Coatings with Glass Bubbles for Thermal Radiation Control in Space,MSFC,"University of California, Irvine",,80NSSC20M0180 P00003,Distribution,ENRIQUE JACKSON,Jaeho Lee,,2021-10-31,2020-06-22,COOPERATIVE AGREEMENT NOTICE,Cancelled
nasa-public,grants,NNX14AP03G_CANCELLED,,[-9223372036854775808],THE IONOSPHERIC CONNECTION EXPLORER (ICON),GSFC,,4200789659,NNX14AP03G CANCELLED,Funding | Funding - Extension and Additional Time,ARTHUR D JACQUES,ASTRID MAUTE,,2021-10-31,2014-07-21,EXPLORER 2011,Cancelled
nasa-public,grants,80NSSC20M0075_P00002,,[-9223372036854775808],NDIR Gas Measurement Instrument for Atmospheric Probes,GSFC,Catholic University of America,,80NSSC20M0075 P00002,Receiving,Conor Nixon,GEORGE NEHMETALLAH,,2021-10-31,2020-05-01,Single Source,Cancelled
nasa-public,grants,80NSSC18K1168_CANCELLED,,[-9223372036854775808],Computational design of an additive manufactured functionally graded materials for structural applications,HQ,,,80NSSC18K1168 CANCELLED,Administrative | Administrative - Change Pop End Date,HUNG NGUYEN,ZI-KUI LIU,,2021-10-31,2018-08-01,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIPS (NSTRF) - Fall 2018,Cancelled
nasa-public,grants,80NSSC18M0149_CANCELLED,,[-9223372036854775808],Scale-resolving turbulence simulations through adaptive high-order discretizations & data-enabled model refinements,LARC,UNIVERSITY OF MICHIGAN,,80NSSC18M0149 CANCELLED,Funding | Funding - Augmentation,GARY COLEMAN,Krzysztof  Fidkowski,,2021-10-31,2018-11-01,Transformational Tools and Technologies (TTT),Cancelled
nasa-public,grants,80NSSC20K0245,,[-9223372036854775808],Radio and X-ray Monitoring of Magnetars and High Magnetic Field Pulsars,GSFC,California Institute of Technology,4200713438,80NSSC20K0245,CS Approve,Keith Gendreau,WALID MAJID,,2021-10-31,2019-11-01,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC20M0180_CANCELLED,,[-9223372036854775808],Polymer Coatings with Glass Bubbles for Thermal Radiation Control in Space,MSFC,,,80NSSC20M0180 CANCELLED,Funding | Funding - Incremental,ENRIQUE JACKSON,Jaeho Lee,,2021-10-31,2020-06-22,COOPERATIVE AGREEMENT NOTICE,Cancelled
nasa-public,grants,NNX15AB42G_CANCELLED,,[-9223372036854775808],DOES SPACEFLIGHT ALTER THE VIRULENCE OF A NATURAL PARASITE OF DROSOPHILA?,ARC,,,NNX15AB42G CANCELLED,|,Kevin Sato,SHUBBA GOVIND,,2021-10-31,2014-11-01,SPACEFLIGHT RESEARCH OPPORTUNITIES IN SPACE BIOLOGY,Cancelled
nasa-public,grants,80NSSC19K0146_CANCELLED,,[-9223372036854775808],"From the Perspective of the Target, a Cis-Regulatory Perspective on the Effects of Microgravity",KSC,,,80NSSC19K0146 CANCELLED,|,Gioia Massa,COLLEEN DOHERTY,,2021-10-31,2018-11-01,Appendix G: Solicitation of Proposals for Flight and Ground Space Biology Research,Cancelled
nasa-public,grants,80NSSC21K0247,,[-9223372036854775808],ASGSR Support for BPS Decadal Workshops,GRC,"American Society for Gravitational and Space Research, Inc.",4200748564,80NSSC21K0247,Package Processing,BRADLEY CARPENTER,Gale Allen,,2021-11-04,2020-11-05,competed,Cancelled
nasa-public,grants,80NSSC20K0779,,[-9223372036854775808],"""Extended Efforts for the Advanced Composition Explorer (ACE) Phase E ? MO&DA for the ULEIS and EPAM Instruments",GSFC,Johns Hopkins University,,80NSSC20K0779,CS Approve,ERIC CHRISTIAN,SANJOY GHOSH,,2021-11-13,2020-03-04,SINGLE SOURCE,Cancelled
nasa-public,grants,80NSSC19K0204_CANCELLED,,[-9223372036854775808],The role of dust and other processes in controlling the variability of Mercury's exosphere using MESSENGER data and models,GSFC,UNIVERSITY OF MICHIGAN,,80NSSC19K0204 CANCELLED,Funding | Funding - Augmentation,Menelaos Sarantos,JIM RAINES,,2021-11-14,2018-11-15,Discovery Data Analysis,Cancelled
nasa-public,grants,80NSSC21K0278,,[-9223372036854775808],Advanced Fluidic Architecture for Compact Electronic Systems,GRC,Case Western Reserve University,4200752207,80NSSC21K0278,Package Processing,Jarred Wilhite,Chirag Kharangate,,2021-11-22,2020-11-23,SINGLE SOURCE,Cancelled
nasa-public,grants,NNX15AL08G_CANCELLED,,[-9223372036854775808],TWIN ROCKETS TO INVESTIGATE CUSP ELECTRODYNAMICS-2 (TRICE-2),GSFC,,,NNX15AL08G CANCELLED,"Funding | Funding - De-Obligation, Administrative - A.G.O. Change",JULIE B BLOXOM,Craig Kletzing,,2021-11-30,2015-06-01,HELIOPHYSICS TECHNOLOGY AND INSTRUMENT DEVELOPMENT FOR SCIENCE,Cancelled
nasa-public,grants,80NSSC20K0207_CANCELLED,,[-9223372036854775808],Preparing NASA for Future Snow Missions: Incorporation of the Spatially Explicit SnowModel in LIS,GSFC,University Corporation for Atmospheric Research,4200726912,80NSSC20K0207 CANCELLED,Funding | Funding - Incremental,MICHAEL LITTLE,Ethan Gutmann,,2021-11-30,2019-02-01,Advanced Information Systems Technology,Cancelled
nasa-public,grants,80NSSC17K0599_CANCELLED,,[-9223372036854775808],MINIATURE ABSOLUTE SCALAR MAGNETOMETER FOR RESOURCE-CONSTRAINED SOLAR SYSTEM BODY EXPLORATION,HQ,,,80NSSC17K0599 CANCELLED,Administrative | Administrative - 3rd No Cost Extension,Carolyn Mercer,Haje Korth,,2021-11-30,2017-12-01,MATURATION OF INSTRUMENTS FOR SOLAR SYSTEM EXPLORATION,Cancelled
nasa-public,grants,80NSSC20M0013_CANCELLED,,[-9223372036854775808],Impact of Additive Manufacturing on Aerospace High-Volume Manufacturing and Supply Chain Management: Workforce Alignment through Research and Training,LARC,Tuskegee Institute,,80NSSC20M0013 CANCELLED,Funding | Funding - De-Obligation,CLARENCE BOSTIC,Firas Akasheh,,2021-12-01,2019-12-02,MUREP Aerospace High-Volume Manufacturing and Supply Chain Management,Cancelled
nasa-public,grants,80NSSC19K0313_CANCELLED,,[-9223372036854775808],Aqueous Environments and CO2 on Exoplanets,HQ,,,80NSSC19K0313 CANCELLED,|,Rebecca McCauley Rench,MIKHAIL ZOLOTOV,,2021-12-09,2018-12-10,Habitable Worlds,Cancelled
nasa-public,grants,80NSSC19K0255_CANCELLED,,[-9223372036854775808],WFIRST SUPPORT,GSFC,SMITHSONIAN ASTROPHYSICAL OBSERVATORY,,80NSSC19K0255 CANCELLED,Funding | Funding - Incremental,Jeffrey Smith,Sang Park,,2021-12-09,2018-12-10,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K0426_CANCELLED,,[-9223372036854775808],Concurrent Flame Spread Modeling using Flamelet Generated Manifolds in Micro-Gravity with Comparison to BASS Experiments using Two-Color Tomography,GRC,"State University Of New York, Buffalo",,80NSSC20K0426 CANCELLED,|,David Urban,Paul DesJardin,,2021-12-10,2019-12-11,Use of the NASA Physical Sciences Informatics System - Appendix E,Cancelled
nasa-public,grants,NNX17AD26A_CANCELLED,,[-9223372036854775808],VALUATION OF APPLICATIONS BENEFITS LINKED WITH EARTH SCIENCE (VALUABLES) CONSORTIUM,HQ,Resources for the Future,4200779499,NNX17AD26A CANCELLED,Funding | Funding - Augmentation,LAWRENCE FRIEDL,Alan Krupnick,,2021-12-12,2016-12-13,EARTH SCIENCE APPLICATIONS: SOCIOECONOMIC BENEFITS,Cancelled
nasa-public,grants,80NSSC21M0299,,[-9223372036854775808],R2U2 Statement of Work,JSC,Iowa State University of Science and Technology,4200774574,80NSSC21M0299,Base Award,JULIA BADGER,Kristin Rozier,,2021-12-14,2021-08-15,,Cancelled
nasa-public,grants,80NSSC21M0060_cancelled,,[-9223372036854775808],_Advancements in Artificial Intelligence and Machine Leaning for Additive Manufacturing,MSFC,,4200769827,80NSSC21M0060 cancelled,|,Teresa Miller,NIMA SHAMSAEI,,2021-12-14,2020-12-15,competed,Cancelled
nasa-public,grants,80NSSC19M0038_CANCELLED,,[-9223372036854775808],Laboratory Astrophysics ? The NASA Ames PAH IR Spectroscopic Database,ARC,SETI INSTITUTE,,80NSSC19M0038 CANCELLED,Funding | Funding - Incremental,Ella Sciamma O'brien,Alessandra Ricca,,2021-12-16,2018-12-17,,Cancelled
nasa-public,grants,80NSSC18K0289_CANCELLED,,[-9223372036854775808],THEORY AND MODELING OF MAGNETOSPHERIC MULTISCALE MISSION,GSFC,,,80NSSC18K0289 CANCELLED,Funding | Funding - Augmentation,Barbara Giles,Yi-Hsin Liu,,2021-12-17,2017-12-18,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC19K0344,,[-9223372036854775808],Tidal Obliquity Variations of Potentially Habitable Planets,HQ,University of Idaho,4200684837,80NSSC19K0344,Package Processing,Mitchell Schulte,JASON BARNES,,2021-12-18,2018-12-19,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,80NSSC18K0342_CANCELLED,,[-9223372036854775808],TOWARDS A GLOBAL FLOOD & FLASH FLOOD EARLY WARNING EARLY ACTION SYSTEM DRIVEN BY NASA EARTH OBSERVATIONS AND HYDROLOGIC MODELS,HQ,,,80NSSC18K0342 CANCELLED,|,David Green,ANDREW KRUCZKIEWICZ,,2021-12-25,2017-12-26,GROUP ON EARTH OBSERVATIONS WORK PROGRAMME,Cancelled
nasa-public,grants,NNX17AB47G_CANCELLED,,[-9223372036854775808],THE GAPS EXPERIMENT: A SEARCH FOR DARK MATTER USING LOW ENERGY ANTIPROTONS AND ANTIDEUTERONS [UNIVERSITY OF HAWAII CO-I],GSFC,UNIVERSITY OF HAWAII,,NNX17AB47G CANCELLED,Funding | Funding - Incremental,Thomas Hams,Philip Von Doetinchem De Rande,,2021-12-31,2017-01-01,ASTROPHYSICS RESEARCH AND ANALYSIS,Cancelled
nasa-public,grants,80NSSC21K0235,,[-9223372036854775808],Near-Airport Changes in Column NO2 and Formaldehyde during COVID-19 Pandemic Response and Recovery,HQ,Virginia Polytechnic Institute & State University,4200750907,80NSSC21K0235,Resolve/FPDS-NG,Barry Lefer,Elena Lind,,2021-12-31,2020-01-01,Rapid Response and Novel Research in Earth Science,Cancelled
nasa-public,grants,80NSSC21M0085_CANCELLED,,[-9223372036854775808],P0-101 HiCAM Requirements Definition,LARC,,,80NSSC21M0085 CANCELLED,Administrative | Administrative - T.O. Change,Robert Martin,Krishna Hoffman,,2021-12-31,2021-02-15,single source,Cancelled
nasa-public,grants,80NSSC20K1245_P00002,,[-9223372036854775808],Astro-stationary Orbits for Astrophysical Observations,GSFC,Stanford University,,80NSSC20K1245 P00002,Funding |,Eliad Peretz,Simone D'Amico,,2021-12-31,2020-07-01,SINGLE SOURCE,Cancelled
nasa-public,grants,NNX17AB44G_cancelled,,[-9223372036854775808],THE GAPS EXPERIMENT: A SEARCH FOR DARK MATTER USING LOW ENERGY ANTIPROTONS AND ANTIDEUTERONS,GSFC,COLUMBIA UNIVERSITY,4200763548,NNX17AB44G cancelled,Funding | Funding - Incremental,Thomas Hams,CHARLES HAILEY,,2021-12-31,2017-01-01,ASTROPHYSICS RESEARCH AND ANALYSIS,Cancelled
nasa-public,grants,80NSSC20M0009,,[-9223372036854775808],ARMAS Dual Monitor Pre-Operations Mission Demonstration (ARMAS DM POMD),AFRC,Space Environment Technologies,,80NSSC20M0009,,PAUL DE LEON,KENT TOBISKA,,2021-12-31,2020-01-01,"Technology Advancement Utilizing Suborbital Flight Opportunities ""Tech Flights""",Cancelled
nasa-public,grants,NNX17AB44G_CANCELLED,,[-9223372036854775808],THE GAPS EXPERIMENT: A SEARCH FOR DARK MATTER USING LOW ENERGY ANTIPROTONS AND ANTIDEUTERONS,GSFC,COLUMBIA UNIVERSITY,,NNX17AB44G CANCELLED,Funding | Funding - Augmentation,Thomas Hams,CHARLES HAILEY,,2021-12-31,2017-01-01,ASTROPHYSICS RESEARCH AND ANALYSIS,Cancelled
nasa-public,grants,80NSSC18K0242_CANCELLED,,[-9223372036854775808],MINIATURE PHOTONIC SPECTROMETERS AND FILTERS FOR ASTROPHYSICS AND SPACE SCIENCE,HQ,"University of Maryland, College Park",,80NSSC18K0242 CANCELLED,|,MICHAEL GARCIA,Sylvain Veilleux,,2021-12-31,2018-01-01,ASTROPHYSICS RESEARCH AND ANALYSIS,Cancelled
nasa-public,grants,NNX16AC11G_CANCELLED,,[-9223372036854775808],THE HELIOSPHERE IN TIME: SCALING HELIOSPHERIC PARAMETERS WITH STELLAR EVOLUTION OF SOLAR ANALOGS AND STUDYING HELIOSPHERIC CONSEQUENCES OF YOUNG ACTIVE SUNS,HQ,,,NNX16AC11G CANCELLED,|,Jeff Morrill,Jeremy Drake,,2021-12-31,2016-01-01,HELIOPHYSICS LIVING WITH A STAR SCIENCE,Cancelled
nasa-public,grants,80NSSC20K0951_CANCELLED,,[-9223372036854775808],Swift and SIRAH: UV to NIR observations of Type Ia Supernovae Beyond the Twilight Zone,GSFC,Texas A & M,4200763773,80NSSC20K0951 CANCELLED,Funding |,Stephen Cenko,PETER BROWN,,2021-12-31,2021-01-01,Neil Gehrels Swift Observatory Guest Investigator - Cycle 16,Cancelled
nasa-public,grants,80NSSC18K1668_CANCELLED,,[-9223372036854775808],DUST IN-SITU MANIPULATION SYSTEM (DIMS),AFRC,,,80NSSC18K1668 CANCELLED,|,RYAN DIBLEY,JULIE BRISSET,,2021-12-31,2019-01-15,NASA Flight Opportunities (FO) Appendix F1,Cancelled
nasa-public,grants,80NSSC18M0038_P00006,,[-9223372036854775808],BIOLOGICAL TREATMENT FOR WASTEWATER STABILIZATION IN SUPPORT OF MANNED SPACE EXPLORATION: FURTHER RESEARCH NEEDS,JSC,TEXAS TECH UNIVERSITY,,80NSSC18M0038 P00006,Package Prep,MICHAEL CALLAHAN,W. ANDREW JACKSON,,2021-12-31,2018-01-01,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K0448_CANCELLED,,[-9223372036854775808],PRODUCTION AND RELEASE OF A VALUE-ADDED GALEX DATABASE FOR THE MAGELLANIC CLOUDS AND BRIDGE,HQ,,,80NSSC20K0448 CANCELLED,|,DOUGLAS HUDGINS,DAVID THILKER,,2021-12-31,2020-01-01,SECOND ASTROPHYSICS DATA ANALYSIS,Cancelled
nasa-public,grants,80NSSC20K1124_CANCELLED,,[-9223372036854775808],Proposal for TEMPEST-D Continued Operations For Renewal of NASA Grant NNX15AP56G,GSFC,Colorado State University,4200774906,80NSSC20K1124 CANCELLED,Funding | Funding - Augmentation,Robert Bauer,STEVEN REISING,,2021-12-31,2020-06-01,,Cancelled
nasa-public,grants,80NSSC19K1579_CANCELLED,,[-9223372036854775808],"MOJAVE: Probing Acceleration, Magnetic Field Evolution and Gamma-Ray Emission in AGN Jets",GSFC,Purdue University,,80NSSC19K1579 CANCELLED,Funding | Funding - Incremental,ELIZABETH HAYS,MATTHEW LISTER,,2021-12-31,2020-01-01,Fermi Cycle 12,Cancelled
nasa-public,grants,80NSSC18M0022_cancelled,,[-9223372036854775808],WIRELESS BODY AREA NETWORK IN SPACE: DEVELOPMENT OF WIRELESS HEALTH MONITORING SYSTEM WITH FLEXIBLE AND WEARABLE SENSORS,HQ,SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOG,,80NSSC18M0022 cancelled,Administrative | Administrative - 1st No Cost Extension,JEPPIE COMPTON,Edward Duke,,2021-12-31,2018-01-01,EXPERIMENTAL PROGRAM TO STIMULATE COMPETITIVE RESEARCH (EPSCOR),Cancelled
nasa-public,grants,80NSSC17K0235_P00006,,[-9223372036854775808],CONSTRUCTION OF PREDICTIVE UNCERTAINTY QUANTIFICATION FRAMEWORK TO THE EXTRAPOLATION OF TPS ARC-JET EXPERIMENT DATA TO FLIGHT CONDITIONS,HQ,UNIVERSITY OF ILLINOIS - URBANA-CHAMPAIG,,80NSSC17K0235 P00006,Administrative | Administrative - 1st No Cost Extension,HUNG NGUYEN,MARCO PANESI,,2021-12-31,2017-08-01,NASA SPACE TECHNOLOGY RESEARCH FELLOWSHIP (NSTRF) - FALL 2017,Cancelled
nasa-public,grants,80NSSC21M0084_CANCELLED,,[-9223372036854775808],P0-101 HiCAM Requirements and Baseline Definition,LARC,,,80NSSC21M0084 CANCELLED,Administrative | Administrative - T.O. Change,Robert Martin,Marshall Phillips,,2021-12-31,2021-02-15,,Cancelled
nasa-public,grants,80NSSC21M0190_CANCELLED,,[-9223372036854775808],P0-3.1 Process Model Development - Boeing,LARC,The Boeing Company,,80NSSC21M0190 CANCELLED,Administrative | Administrative - T.O. Change,Robert Martin,SAYATA GHOSE,,2021-12-31,2021-05-27,single source,Cancelled
nasa-public,grants,80NSSC18K0317_CANCELLED,,[-9223372036854775808],SAR-CBC: A CAPACITY BUILDING CENTER FOR THE USE OF SAR IN DECISION MAKING,HQ,,,80NSSC18K0317 CANCELLED,|,Nancy Searby,Franz Meyer,,2022-01-01,2018-01-02,GROUP ON EARTH OBSERVATIONS WORK PROGRAMME,Cancelled
nasa-public,grants,80NSSC19K0222_CANCELLED,,[-9223372036854775808],AUTONOMOUS MANEUVERING WITHIN CHAOTIC MULTI-BODY SYSTEMS,HQ,University of Colorado Boulder,,80NSSC19K0222 CANCELLED,Funding |,HUNG NGUYEN,Natasha Bosanac,,2022-01-13,2019-01-14,EARLY STAGE INNOVATIONS (ESI),Cancelled
nasa-public,grants,80NSSC19K0213_CANCELLED,,[-9223372036854775808],ELECTRONICALLY CONTROLLABLE METASURFACE OMNIDIRECTIONAL AND MULTIPLE ACCESS OPTICAL ANTENNAS FOR FREE-SPACE NEAR-EARTH SATELLITE COMMUNICATION,HQ,,,80NSSC19K0213 CANCELLED,|,HUNG NGUYEN,Harry Atwater,,2022-01-13,2019-01-14,EARLY STAGE INNOVATIONS (ESI),Cancelled
nasa-public,grants,80NSSC19K0216_CANCELLED,,[-9223372036854775808],MULTIPHYSICS INTEGRATED MODELING OF SELF-REACTING FRICTION STIR WELDING,HQ,Ohio State University,,80NSSC19K0216 CANCELLED,|,Hung Nguyen,Xun Liu,,2022-01-13,2019-01-14,EARLY STAGE INNOVATIONS (ESI),Cancelled
nasa-public,grants,80NSSC19K0216_P00000,,[-9223372036854775808],MULTIPHYSICS INTEGRATED MODELING OF SELF-REACTING FRICTION STIR WELDING,HQ,Ohio State University,,80NSSC19K0216 P00000,Receiving,Hung Nguyen,Xun Liu,,2022-01-13,2019-01-14,EARLY STAGE INNOVATIONS (ESI),Cancelled
nasa-public,grants,80NSSC19M0162_CANCELLED,,[-9223372036854775808],Microfluidic Icy-World Chemistry Analyzer (MICA) and Europa Luminescence Microscope (ELM),ARC,"HONEYBEE ROBOTICS, LTD",4200792658,80NSSC19M0162 CANCELLED,Funding | Funding - Incremental,ANTONIO RICCO,KRIS ZACNY,,2022-01-14,2019-06-01,RESEARCH OPPORTUNITIES IN SPACE AND EARTH SCIENCES,Cancelled
nasa-public,grants,NNX17AE07A_cancelled,,[-9223372036854775808],"HUMAN SYSTEMS INTEGRATION: COLLABORATIVE HUMAN FACTORS RESEARCH TO IMPROVE THE SAFETY, EFFICIENCY, AND RELIABILITY OF NASA'S AERONAUTICS AND SPACE MISSIONS",ARC,SAN JOSE STATE UNIVERSITY FOUNDATION,,NNX17AE07A cancelled,Administrative | Administrative - Other,JESSICA NOWINSKI,Sean Laraway,,2022-01-14,2017-01-15,UNSOLICITED,Cancelled
nasa-public,grants,80NSSC20K1418_CANCELLED,,[-9223372036854775808],"Microgravity crop production: Meeting the challenges of water/nutrient delivery, volume management, and providing diet diversity for the International Space Station.",KSC,,,80NSSC20K1418 CANCELLED,|,Andy Phan,Murat Kacira,,2022-01-15,2020-07-16,"Appendix C: Development of Microgravity Food Production: Plant Watering, Volume Management, and Novel Plant Research on the International Space Station",Cancelled
nasa-public,grants,80NSSC18K0412_CANCELLED,,[-9223372036854775808],DYNAMIC SEASCAPES TO SUPPORT A BIOGEOGRAPHIC FRAMEWORK FOR A GLOBAL MARINE BIODIVERSITY OBSERVING NETWORK (16-GEO16-0042),HQ,Oregon State University,,80NSSC18K0412 CANCELLED,|,WILLIAM TURNER,MARIA KAVANAUGH,,2022-01-17,2018-01-18,GROUP ON EARTH OBSERVATIONS WORK PROGRAMME,Cancelled
nasa-public,grants,NNX16AD87G_S005,,[-9223372036854775808],THE ENERGY-WATER-FOOD NEXUS WITHIN THE BACKDROP OF AN URBANIZED GLOBE: HOW CAN GPM HELP?,HQ,UNIVERSITY OF GEORGIA,,NNX16AD87G S005,Administrative | Administrative - 1st No Cost Extension,Gail Jackson,James SHEPHERD,,2022-01-20,2016-01-21,PRECIPITATION MEASUREMENT MISSIONS SCIENCE TEAM,Cancelled
nasa-public,grants,80NSSC21M0011_CANCELLED,,[-9223372036854775808],NASA COOPERATIVE AGREEMENT 2020 PROPOSAL?Software Definded Radio (SDR) for Future Spaceflight Communication Systems,GRC,"L3Harris Technologies, Inc.(DOB Harris Corp.)",,80NSSC21M0011 CANCELLED,|,NANG PHAM,Richard Lilly,,2022-01-23,2021-05-01,Single Source,Cancelled
nasa-public,grants,80NSSC21K0526_CANCELLED,,[-9223372036854775808],"The ""Obscured"" State of GRS 1915+105",GSFC,,,80NSSC21K0526 CANCELLED,|,Keith Gendreau,JOSEPH NEILSEN,,2022-01-25,2021-01-26,COMPETED,Cancelled
nasa-public,grants,80NSSC21K0551_CANCELLED,,[-9223372036854775808],Preparing for the Next Generation Lunar Retroreflectors Using the Apache Point Observatory Lunar Laser-ranging Operation,GSFC,New Mexico State University,,80NSSC21K0551 CANCELLED,Administrative | Administrative - Change Pop Dates,STEPHEN MERKOWITZ,Nancy Chanover,,2022-01-28,2021-01-29,,Cancelled
