award_key,award_id,generated_award_id,award_type,award_type_code,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,award_description,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,recipient_district,pop_city,pop_state,pop_zip,pop_district,total_obligated,total_potential_value,detected_by,sources,override_status
ASST_NON_80NSSC25K7030_080,80NSSC25K7030,ASST_NON_80NSSC25K7030_080,grant,04,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,2025-05-14,B,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - CIELO: CHICAGO'S INITIATIVE FOR ENVIRONMENTAL JUSTICE AND LIGHT POLLUTION OUTREACH - SUPPORT FOR SMD DIRECTORATE,LIGHT POLLUTION IS AN EMERGING PUBLIC HEALTH HAZARD THAT HAS BEEN LINKED TO ELEVATED RISK OF MANY DISEASES INCLUDING SLEEP DISORDERS CANCER CARDIOMETABOLIC DISEASES DEMENTIA AND MENTAL DISORDERS. MOREOVER LIGHT POLLUTION IS ALSO AN IMPORTANT ENVIRONMENTAL JUSTICE ISSUE. IT HAS BEEN SHOWN THAT MARGINALIZED COMMUNITIES HAVE A DISPROPORTIONATELY HIGH BURDEN OF ARTIFICIAL LIGHT AT NIGHT (ALAN) AND ARE MORE SUSCEPTIBLE TO DEVELOPE ADVERSE HEALTH EFFECTS RELATED TO ALAN. AMONG AMERICAN CITIES CHICAGO NOT ONLY HAS ONE OF THE HIGHEST LEVELS OF LIGHT POLLUTION BUT ALSO DISPLAYS PROFOUND INJUSTICE IN LIGHT POLLUTION. THE LITTLE VILLAGE NEIGHBORHOOD IN CHICAGO A PREDOMINANTLY MEXICAN IMMIGRANT COMMUNITY EXEMPLIFIES THE DUAL BURDEN OF HIGH LEVELS OF LIGHT POLLUTION AND SOCIAL VULNERABILITY. THANKS TO YEARS OF COLLABORATIVE WORK WITH OUR COMMUNITY PARTNERS THERE IS NOW GROWING AWARENESS ABOUT LIGHT POLLUTION AND ITS DETRIMENTAL EFFECTS AMONG THE LITTLE VILLAGE RESIDENTS. IN ADDITION THE COMMUNITY MEMBERS EXPRESSED PRESSING NEEDS IN LEARNING MORE ABOUT LIGHT POLLUTION IN THEIR NEIGHBORHOOD AND TAKING ACTIONS TO PROMOTE APPROPRIATE LIGHTING AND MITIGATE ADVERSE HEALTH EFFECTS. IN PARTICULAR THERE ARE CRITICAL NEEDS FOR 1) AN INTERFACE THAT PROVIDE HIGH QUALITY DATA AND VISUALIZATION AND ANALYSIS TOOLS TO CHARACTERIZE THE BURDEN OF ALAN 2) A PLATFORM THAT CROSSLINKS ALAN MEASURES WITH DEMOGRAPHIC AND SOCIOECONOMIC INDICATORS AND HEALTH STATISTICS TO DEMONSTRATE THE SCALE OF LIGHT POLLUTION INJUSTICE AND HIGHLIGHT ITS PUBLIC HEALTH IMPLICATIONS AND 3) AN EXPANDED EDUCATION PROGRAM THAT TEACH STUDENTS ABOUT LIGHT POLLUTION AND ITS CONSEQUENCES AND CULTIVATE NEXT-GENERATION ACTIVISTS TO TAKE DATA-INFORMED ACTIONS.,7000 FANNIN ST FL 9,,HOUSTON,TX,77030,18,HOUSTON,TX,77030,18,69975.13,,description,mirror,
CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,80NSSC25FA315,CONT_AWD_80NSSC25FA315_8000_80NSSC24AA005_8000,contract,A,"NATIONAL QUALITY ASSURANCE - U.S.A., INC.",2025-05-05,F,P00001,-28832.00,TERMINATION FOR CONVENIENCE-AS9100 AUDIT AT AFRC'S NASA FACILITY,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE AN AS9100 AUDIT AT AFRC'S NASA FACILITY,289 GREAT RD,STE 105,ACTON,MA,01720,03,ACTON,MA,01720,03,0.00,0.00,both,mirror,
CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,80NSSC24PB679,CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-,contract,B,"GARTNER, INC.",2025-04-30,M,P00002,0.00,"TERMINATION FOR CONVENIENCE AGREEMENT --NASA HUMAN CAPITAL AND LEARNING & DEVELOPMENT ADVISORY, RESEARCH AND BENCHMARKING SERVICES.","NASA HUMAN CAPITAL AND LEARNING & DEVELOPMENT ADVISORY, RESEARCH AND BENCHMARKING SERVICES.",56 TOP GALLANT RD,,STAMFORD,CT,06902,04,STAMFORD,CT,06902,04,194382.00,194382.00,description,mirror,
CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,80NSSC23FA528,CONT_AWD_80NSSC23FA528_8000_80NSSC23DA001_8000,contract,C,IBEX IT BUSINESS EXPERTS LLC,2025-04-23,F,P00007,-136672.81,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - NEHCSS - IBEX IT BUSINESS EXPERTS, LLC TASK ORDER 80NSSC23FA528 ORGANIZATION DEVELOPMENT SUPPORT SERVICES","NASA ENTERPRISE-WIDE HUMAN CAPITAL SERVICES (NEHCSS) - IBEX IT BUSINESS EXPERTS, LLC",3295 RIVER EXCHANGE DR STE 550,,NORCROSS,GA,30092,07,HUNTSVILLE,AL,35812,05,214134.25,214134.25,both,mirror,
CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,80NSSC23F0002,CONT_AWD_80NSSC23F0002_8000_NNG15SD22B_8000,contract,C,"FOUR POINTS TECHNOLOGY, L.L.C.",2025-04-21,F,P00001,0.00,TERMINATE FOR CONVENIENCE AGREEMENT SECURID AUTHENTICATOR TOKENS,SECURID AUTHENTICATOR TOKENS,13221 WOODLAND PARK RD,STE 400,HERNDON,VA,20171,11,CHANTILLY,VA,20151,11,19212.13,19212.13,both,mirror,
CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,80NSSC24FA558,CONT_AWD_80NSSC24FA558_8000_NNG15SD25B_8000,contract,C,"THREE WIRE SYSTEMS, LLC",2025-04-16,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT TOR- ONE SOFTWARE RENEWAL,STOR- ONE SOFTWARE RENEWAL,1775 TYSONS BLVD,5TH FLOOR,TYSONS,VA,22102,11,MCLEAN,VA,22102,11,17400.00,17400.00,both,mirror,
CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,80NSSC24PA660,CONT_AWD_80NSSC24PA660_8000_-NONE-_-NONE-,contract,B,"LMI CONSULTING, LLC",2025-04-16,F,P00002,0.00,TERMINATE FOR CONVENIENCE: BRIDGE PROGRAM RETREAT,BRIDGE PROGRAM RETREAT,7940 JONES BRANCH DR,,TYSONS CORNER,VA,22102,11,MCLEAN,VA,22102,11,42878.06,42878.06,both,mirror,
CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,80NSSC24PB891,CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-,contract,B,"CAREER COMMUNICATIONS GROUP, INC.",2025-04-16,F,P00003,0.00,TERMINATION FOR CONVENIENCE: WOMEN OF COLOR IN STEM SILVER PARTNERSHIP AND PARTICIPATION IN THEIR NATIONAL CONVENTION,WOMEN OF COLOR IN STEM SILVER PARTNERSHIP AND PARTICIPATION IN THEIR NATIONAL CONVENTION,729 E PRATT ST STE 504,,BALTIMORE,MD,21202,07,BALTIMORE,MD,21202,07,12500.00,12500.00,both,mirror,
CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,80NSSC25FA078,CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000,contract,C,COLOSSAL CONTRACTING LLC,2025-04-16,F,P00001,0.00,TERMINATION FOR CONVENIENCE AGREEMENT PRISMA CLOUD RENEWAL,PRISMA CLOUD RENEWAL,304 HARRY S TRUMAN PKWY STE G,,ANNAPOLIS,MD,21401,03,ANNAPOLIS,MD,21401,03,16200.00,16200.00,both,mirror,
CONT_IDV_80GRC022AA005_8000,80GRC022AA005,CONT_IDV_80GRC022AA005_8000,idv,IDV_E,"APPLIED FAB & MACHINING, INC.",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT)","NASA GLENN REASEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).",7811 W STEWART AVE STE A,,WAUSAU,WI,54401,07,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA006_8000,80GRC022AA006,CONT_IDV_80GRC022AA006_8000,idv,IDV_E,"AXIAL GLOBAL, LLC.",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN REASEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",431 E AIRTEX DR STE 200,,HOUSTON,TX,77073,18,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA014_8000,80GRC022AA014,CONT_IDV_80GRC022AA014_8000,idv,IDV_E,KCS PROTOTYPE AND DESIGN LLC,2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",12842 FARMINGTON RD,,LIVONIA,MI,48150,12,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA017_8000,80GRC022AA017,CONT_IDV_80GRC022AA017_8000,idv,IDV_E,"MSP AVIATION, INC.",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",239 W GRIMES LN,,BLOOMINGTON,IN,47403,09,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA018_8000,80GRC022AA018,CONT_IDV_80GRC022AA018_8000,idv,IDV_E,"PRECISION FABRICATING & CLEANING COMPANY, INC.",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",3975 E RAILROAD AVE,,COCOA,FL,32926,08,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA021_8000,80GRC022AA021,CONT_IDV_80GRC022AA021_8000,idv,IDV_E,"UNIPAK AVIATION, LLC",2025-04-15,F,P00003,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",8323 LINDBERGH CT,,SARASOTA,FL,34243,16,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA023_8000,80GRC022AA023,CONT_IDV_80GRC022AA023_8000,idv,IDV_E,NORTH WIND SYSTEMS LLC,2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN REASEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",703 CITY CENTER BLVD,,NEWPORT NEWS,VA,23606,03,,,,,0.00,4999999.00,both,mirror,
CONT_IDV_80GRC022AA024_8000,80GRC022AA024,CONT_IDV_80GRC022AA024_8000,idv,IDV_E,"KESSINGTON, LLC",2025-04-15,F,P00002,0.00,"TERMINATION FOR CONVENIENCE - NASA GLENN RESEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON-DESTRUCTIVE TESTING (NDT).","NASA GLENN REASEARCH CENTER BLANKET PURCHASE AGREEMENT. EACH ORDER MAY INCLUDE, BUT IS NOT LIMITED TO, MACHINING, FABRICATION, WELDING/METAL JOINING, INSTRUMENTATION, INSPECTION AND NON- DESTRUCTIVE TESTING (NDT).",1020 COUNTY ROAD 6 W,,ELKHART,IN,46514,02,,,,,0.00,4999999.00,both,mirror,
CONT_AWD_80GRC024CA008_8000_-NONE-_-NONE-,80GRC024CA008,CONT_AWD_80GRC024CA008_8000_-NONE-_-NONE-,contract,D,CASE WESTERN RESERVE UNIVERSITY,2025-04-08,M,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTICE OF INTENT TO DE-SCOPE. CENTRIFUGAL ACCELERATION TESTING - NASA GRC IS PURSUING THE DEVELOPMENT OF DYNAMIC CONVERSION TECHNOLOGIES TO SUPPORT SCIENCE MISSION POWER SYSTEM DEVELOPMENT.,CENTRIFUGAL ACCELERATION TESTING - NASA GRC IS PURSUING THE DEVELOPMENT OF DYNAMIC CONVERSION TECHNOLOGIES TO SUPPORT SCIENCE MISSION POWER SYSTEM DEVELOPMENT.,10900 EUCLID AVE,,CLEVELAND,OH,44106,11,CLEVELAND,OH,44106,11,33269.00,33269.00,description,mirror,
CONT_AWD_80HQTR24F0019_8000_80HQTR21D0004_8000,80HQTR24F0019,CONT_AWD_80HQTR24F0019_8000_80HQTR21D0004_8000,contract,C,"ICF INCORPORATED, L.L.C.",2025-04-08,M,P00002,0.00,STOP WORK AND TERMINATION FOR CONVENIENCE NOTICE ISSUED. ENGAGEMENT SPECIALIST TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO),ENGAGEMENT SPECIALIST TO THE U.S. GLOBAL CHANGE RESEARCH PROGRAM (USGCRP) NATIONAL COORDINATION OFFICE (NCO),9300 LEE HWY,,FAIRFAX,VA,22031,11,FAIRFAX,VA,22031,11,685384.00,685384.00,description,mirror,
CONT_AWD_80HQTR24F0096_8000_80GSFC19D0011_8000,80HQTR24F0096,CONT_AWD_80HQTR24F0096_8000_80GSFC19D0011_8000,contract,C,THE AEROSPACE CORPORATION,2025-04-08,M,P00002,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - STRATEGIC COMMUNICATIONS AND INTEGRATION SUPPORT FOR MISSION SUPPORT DIRECTORATE,"DEVELOPMENT AND MAINTENANCE OF PRODUCTS, SERVICES, TECHNICAL AND BUSINESS PRACTICES AS DIRECTED BY MSD LEADERSHIP.",2310 EAST EL SEGUNDO BLVD,,EL SEGUNDO,CA,90245,36,WASHINGTON,DC,20456,98,61000.00,152504.90,description,mirror,
CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-,80JSC022CA012,CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-,contract,D,"FLAWLESS PHOTONICS, INC.",2025-04-08,M,P00008,0.00,TERMINATION NOTICE ISSUED: IN SPACE PRODUCTION APPLICATIONS (INSPA) - FABRICATION OF FLAWLESSPREFORMS IN MICROGRAVITY FOR OA DIRECTORATE,IN SPACE PRODUCTION APPLICATIONS (INSPA) - FABRICATION OF FLAWLESSPREFORMS IN MICROGRAVITY,11985 MAGDALENA AVE,,LOS ALTOS HILLS,CA,94024,47,LOS ALTOS HILLS,CA,94024,16,2315075.00,3731747.00,description,mirror,
CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000,80LARC21F0083,CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000,contract,C,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00006,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - SOMA VAULT ADMINISTRATION,ADMINISTRATION AND MANAGEMENT OF SECURE VAULT,9700 PATUXENT WOODS DR,,COLUMBIA,MD,21046,03,HAMPTON,VA,23681,03,115865.00,116669.00,description,mirror,
CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000,80LARC21F0153,CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000,contract,C,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00006,0.00,"STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - MARS EXPLORATION PROGRAM (MEP) ASSESSMENT FOR MANAGEMENT, PLANNING, TECHNICAL, SCIENTIFIC, RISK, COST, AND SCHEDULE SUPPORT","MARS EXPLORATION PROGRAM (MEP) ASSESSMENT FOR MANAGEMENT, PLANNING, TECHNICAL, SCIENTIFIC, RISK, COST, AND SCHEDULE SUPPORT",9700 PATUXENT WOODS DR,,COLUMBIA,MD,21046,03,HAMPTON,VA,23681,03,316380.00,316380.00,description,mirror,
CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000,80LARC25F7011,CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000,contract,C,CORNELL TECHNICAL SERVICES LLC,2025-04-08,M,P00003,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - 2025 ASTROPHYSICS DIVISION SENIOR REVIEW,2025 ASTROPHYSICS DIVISION SENIOR REVIEW,9700 PATUXENT WOODS DR,,COLUMBIA,MD,21046,03,COLUMBIA,MD,21046,03,780306.00,780306.00,description,mirror,
CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000,80MSFC22F0153,CONT_AWD_80MSFC22F0153_8000_80MSFC20D0004_8000,contract,C,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,2025-04-08,M,P00004,0.00,STOP WORK NOTICE ISSUED WITH NOTIFICATION OF INTENT TO TERMINATE FOR CONVENIENCE - NESC AVIONICS PACKAGING ENGINEERING PROCESSES AND BEST PRACTICES,NESC AVIONICS PACKAGING ENGINEERING PROCESSES AND BEST PRACTICES,11100 JOHNS HOPKINS RD,,LAUREL,MD,20723,03,LAUREL,MD,20723,03,19512.00,44324.00,description,mirror,
CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-,80NSSC20P1795,CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-,contract,B,HOWARD WERSHBALE & CO,2025-04-08,F,P00008,0.00,TERMINATION FOR CONVENIENCE AGREEMENT EXERCISE OPTION YR 4,2020 FISCAL YEAR END FINANCIAL STATEMENT REVIEW OF NASA GLENN EXCHANGE,23240 CHAGRIN BLVD # 700,,CLEVELAND,OH,44122,11,BEACHWOOD,OH,44122,11,16050.00,20000.00,both,mirror,
CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,80NSSC22PA482,CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-,contract,B,"DIVERSIFIED SERVICES GROUP, INC.",2025-04-08,F,P00006,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - LIVE PLANT MAINTENANCE SERVICES,LIVE PLANT MAINTENANCE SERVICES,12410 MILESTONE CENTER DR STE 600,,GERMANTOWN,MD,20876,06,GERMANTOWN,MD,20876,06,46982.62,85560.46,both,mirror,
CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,80NSSC23PA010,CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-,contract,B,BUSINESS CLASS AVIATION INC.,2025-04-08,F,P00004,-38680.00,TERMINATE FOR CONVENIENCE OF AGREEMENT-DC-8 AND SOFIA AIRCRAFT STORAGE AND PARTS REMOVAL,DC-8 AND SOFIA AIRCRAFT STORAGE AND PARTS REMOVAL,7472 CYPRESS AVE,,ROSAMOND,CA,93560,20,ROSAMOND,CA,93560,20,0.00,0.00,both,mirror,
CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,80NSSC23PB058,CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-,contract,B,"FLORIDA FIRST ROBOTICS EDUCATION FOUNDATION, INC",2025-04-08,F,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - SPONSORSHIP OF THE FIRST ORLANDO REGIONAL,SPONSORSHIP OF THE FIRST ORLANDO REGIONAL,1360 MEADOWBROOK RD NE,,PALM BAY,FL,32905,08,PALM BAY,FL,32905,08,40200.00,100500.00,both,mirror,
CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,80NSSC24PB139,CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-,contract,B,"DATADOG, INC.",2025-04-08,F,P00002,0.00,TERMINATION FOR CONVENIENCE AGREEMENT - DATADOG SUBSCRIPTION,DATADOG SUBSCRIPTION PERIOD OF PERFORMANCE: 6/1/2024 - 10/31/2025,45TH FLOOR,"620, 8TH AVENUE",NEW YORK,NY,10018,12,NEW YORK,NY,10018,12,0.00,0.00,both,mirror,
CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,80NSSC24PB717,CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-,contract,B,"COSTAR REALTY INFORMATION, INC.",2025-04-08,F,P00002,0.00,TERMINATION FOR CONNIVENCE AGREEMENT - COSTAR,COSTAR,1313 L ST NW,,WASHINGTON,DC,20005,08,WASHINGTON,DC,20546,98,49050.00,49050.00,both,mirror,
CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,80NSSC24PB720,CONT_AWD_80NSSC24PB720_8000_-NONE-_-NONE-,contract,B,R3 UNIQ INC,2025-04-08,F,P00001,0.00,TERMINATE FOR CONVENIENCE - OMNEST NETWORK SIMULATION SOFTWARE LICENSES AND SUPPORT,OMNEST NETWORK SIMULATION SOFTWARE LICENSES AND SUPPORT,2535 TECH DR,STE 300,BETTENDORF,IA,52722,01,BETTENDORF,IA,52722,01,71648.90,71648.90,both,mirror,
