award_key,award_id,generated_award_id,award_type,recipient_name,action_date,action_type,modification_number,transaction_amount,transaction_description,award_description,recipient_address1,recipient_address2,recipient_city,recipient_state,recipient_zip,pop_city,pop_state,pop_zip,detected_by,sources,override_status
CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000,80HQTR25FA007,CONT_AWD_80HQTR25FA007_8000_80HQTR24AA005_8000,contract,Science Applications International Corporation,2025-03-14,M,P00003,0.00,"Stop work notice issued with notification of intent to terminate for convience - review, validate, and advise on draft plan, messaging and branding of the plan, plan implementation analysis and recommendations, rollout & metrics","REVIEW, VALIDATE, AND ADVISE ON DRAFT PLAN, MESSAGING AND BRANDING OF THE PLAN, PLAN IMPLEMENTATION ANALYSIS AND RECOMMENDATIONS, ROLLOUT & METRICS","12010, SUNSET HILLS ROAD",,RESTON,VA,20190,RESTON,VA,20190,description,api,
CONT_AWD_80HQTR24F0046_8000_80MSFC21D0009_8000,80HQTR24F0046,CONT_AWD_80HQTR24F0046_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-13,M,P00002,0.00,"Stop work notice issued with notification of intent to terminate for convenience - strategic planning, analysis, and programmatic support for.planetary sciences division.hq science mission directorate","STRATEGIC PLANNING, ANALYSIS, AND PROGRAMMATIC SUPPORT FOR.PLANETARY SCIENCES DIVISION.HQ SCIENCE MISSION DIRECTORATE",13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80HQTR24F0070_8000_80MSFC21D0009_8000,80HQTR24F0070,CONT_AWD_80HQTR24F0070_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-13,M,P00001,0.00,"Stop work notice issued with notification of intent to terminate for convenience- odeo mission support enterprise offices. Supporting the civil rights complaint process, adjudication procedures, compliance activities, a civil rights compliance.","WILL PLAY A CRUCIAL ROLE IN SUPPORTING THE CIVIL RIGHTS COMPLAINT PROCESS, ADJUDICATION PROCEDURES, COMPLIANCE ACTIVITIES, AND DEVELOPMENT OF A NEWSLETTER REGARDING CIVIL RIGHTS COMPLIANCE.",13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80HQTR24F0071_8000_80MSFC21D0009_8000,80HQTR24F0071,CONT_AWD_80HQTR24F0071_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-13,M,P00001,0.00,Stop work notice issued with notification of intent to terminate for convenience-odeo mission support enterprise offices. ..leveraging the expertise of an ..administrative operations specialist.,THE PROJECT AIMS TO ENHANCE ADMINISTRATIVE OPERATIONS ..AND OPTIMIZE EFFICIENCY WITHIN ODEO BY ..LEVERAGING THE EXPERTISE OF AN ..ADMINISTRATIVE OPERATIONS SPECIALIST.,13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80HQTR24F0072_8000_80MSFC21D0009_8000,80HQTR24F0072,CONT_AWD_80HQTR24F0072_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-13,M,P00001,0.00,"Stop work notice issued with notification of intent to terminate for convenience-provides data and evidence-driven advice to NASA leadership to assure an integrated enterprise approach to technology, policy, and strategy.","PROVIDES DATA AND EVIDENCE-DRIVEN ADVICE TO NASA LEADERSHIP TO ASSURE AN INTEGRATED ENTERPRISE APPROACH TO TECHNOLOGY, POLICY, AND STRATEGY.",13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_AWD_80HQTR24F0074_8000_80MSFC21D0009_8000,80HQTR24F0074,CONT_AWD_80HQTR24F0074_8000_80MSFC21D0009_8000,contract,"Barrios Technology, LLC",2025-03-13,M,P00001,0.00,Stop work notice issued with notification of intent to terminate for convenience- odeo mission support enterprise offices. Will be responsible for overseeing and managing the successful execution of the following special projects:,WILL BE RESPONSIBLE FOR OVERSEEING AND MANAGING THE SUCCESSFUL EXECUTION OF THE FOLLOWING SPECIAL PROJECTS:,13100 SPACE CENTER BLVD,STE 650,HOUSTON,TX,77059,HOUSTON,TX,77059,description,api,
CONT_IDV_80NSSC24AA011_8000,80NSSC24AA011,CONT_IDV_80NSSC24AA011_8000,idv,Deloitte Consulting LLP,2025-03-13,F,P00004,0.00,Termination for convenience agreement - change management support service bpas for NASA administrative suite.,THIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES,1919 N LYNN ST,,ARLINGTON,VA,22209,,,,both,api,
CONT_IDV_80NSSC24AA012_8000,80NSSC24AA012,CONT_IDV_80NSSC24AA012_8000,idv,Guidehouse Inc.,2025-03-13,F,P00004,0.00,Termination for convenience agreement - change management support service bpas for NASA administrative suite.,HIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES,1676 INTERNATIONAL DR STE 800,,MC LEAN,VA,22102,,,,both,api,
CONT_IDV_80NSSC24AA013_8000,80NSSC24AA013,CONT_IDV_80NSSC24AA013_8000,idv,"McKinsey & Company, Inc. Washington D.C.",2025-03-13,F,P00004,0.00,Termination for convenience agreement - change management support service bpa'S for NASA administrative suite.,THIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES,1200 19TH ST NW STE 1000,,WASHINGTON,DC,20036,,,,both,api,
CONT_IDV_80NSSC24AA015_8000,80NSSC24AA015,CONT_IDV_80NSSC24AA015_8000,idv,Booz Allen Hamilton Inc,2025-03-13,F,P00004,0.00,Termination for convenience agreement - change management support service bpss for NASA administrative suite.,THIS BLANKET PURCHASE AGREEMENT (BPA) IS FOR NASA CHANGE MANAGEMENT SUPPORT SERVICES,8283 GREENSBORO DR,,MCLEAN,VA,22102,,,,both,api,
CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-,80NSSC24PC394,CONT_AWD_80NSSC24PC394_8000_-NONE-_-NONE-,contract,Partnership for Public Service Inc,2025-03-11,F,P00001,0.00,Termination for convenience agreement - partnership for public service. Membership in the federal human capital collaborative,PARTNERSHIP FOR PUBLIC SERVICE. MEMBERSHIP IN THE FEDERAL HUMAN CAPITAL COLLABORATIVE,600 14TH ST NW,STE 600,WASHINGTON,DC,20005,WASHINGTON,DC,20005,both,api,
CONT_IDV_80HQTR21AA002_8000,80HQTR21AA002,CONT_IDV_80HQTR21AA002_8000,idv,"Blacksky Geospatial Solutions, LLC",2025-03-11,N,P00005,0.00,Legal contract cancellation - no longer required Commercial Smallsat Data Acquisition Program (CSDAP) Earth sciences division,COMMERCIAL SMALLSAT DATA ACQUISITION PROGRAM (CSDAP),2411 DULLES CORNER PARK STE 300,,HERNDON,VA,20171,,,,both,api,
CONT_IDV_80HQTR23AA001_8000,80HQTR23AA001,CONT_IDV_80HQTR23AA001_8000,idv,"Geooptics, Inc.",2025-03-11,N,P00006,0.00,Legal contract cancellation - no longer required Commercial Smallsat Data Acquisition (CSDA) program - Earth sciences division,"COMMERCIAL SMALLSAT DATA ACQUISITION (CSDA) PROGRAM, BLANKET PURCHASE AGREEMENT FOR HIGH RESOLUTION RADIO OCCULTATION (RO) COMMERCIAL EARTH OBSERVATION DATA",201 N ORANGE GROVE BLVD STE 503,,PASADENA,CA,91103,,,,both,api,
CONT_IDV_80HQTR23AA002_8000,80HQTR23AA002,CONT_IDV_80HQTR23AA002_8000,idv,Capella Space Corp,2025-03-11,N,P00005,0.00,Legal contract cancellation - no longer required Commercial Smallest Data Acquisition (CSDA) program - Earth sciences division,"COMMERCIAL SMALLSAT DATA ACQUISITION ON-RAMP 3, BLANKET PURCHASE AGREEMENT FOR HIGH RESOLUTION SYNTHETIC APERTURE RADAR (SAR) (0.5M TO 1.2M) COMMERCIAL EARTH OBSERVATION DATA",450 SHOTWELL ST,,SAN FRANCISCO,CA,94110,,,,both,api,
CONT_IDV_80HQTR23AA003_8000,80HQTR23AA003,CONT_IDV_80HQTR23AA003_8000,idv,"Iceye Us, Inc",2025-03-11,N,P00003,0.00,Legal contract cancellation - no longer required Commercial Smallsat Data Acquisition (CSDA) program - Earth sciences division,"COMMERCIAL SMALLSAT DATA ACQUISITION ONRAMP 3, BLANKET PURCHASE AGREEMENT FOR HIGH RESOLUTION SYNTHETIC APERTURE RADAR (SAR) (1 M TO 15 M) COMMERCIAL EARTH OBSERVATION DATA",70 DISCOVERY,,IRVINE,CA,92618,,,,both,api,
CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732,80NSSC25FA034,CONT_AWD_80NSSC25FA034_8000_47QRAA19D006N_4732,contract,"Techpride, Inc.",2025-03-10,F,P00002,-174236.00,"Termination for convenience agreement - consulting services to facilitate program alignment to long-term strategic vision, organizational development, and skill building","CONSULTING SERVICES TO FACILITATE PROGRAM ALIGNMENT TO LONG-TERM STRATEGIC VISION, ORGANIZATIONAL DEVELOPMENT, AND SKILL BUILDING",1750 KRAFT DR STE 1504,,BLACKSBURG,VA,24060,BLACKSBURG,VA,24060,both,api,
CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-,80NSSC23PB368,CONT_AWD_80NSSC23PB368_8000_-NONE-_-NONE-,contract,Pacific Research & Evaluation LLC,2025-03-06,F,P00001,0.00,Termination for convenience agreement -- audience evaluation of engagement content and materials,AUDIENCE EVALUATION OF ENGAGEMENT CONTENT AND MATERIALS,3507 S CORBETT AVE,,PORTLAND,OR,97239,PORTLAND,OR,97239,both,api,
CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-,80NSSC24PC049,CONT_AWD_80NSSC24PC049_8000_-NONE-_-NONE-,contract,Society of Women Engineers,2025-03-06,F,P00002,0.00,Termination for convenience agreement - Society of Women Engineers (SWE) corporate partnership council and participation in associated recruiting events,SOCIETY OF WOMEN ENGINEERS (SWE) CORPORATE PARTNERSHIP COUNCIL AND PARTICIPATION IN ASSOCIATED RECRUITING EVENTS,130 E RANDOLPH STREET 3500,,CHICAGO,IL,60601,CHICAGO,IL,60601,both,api,
CONT_AWD_80HQTR23FA044_8000_80GSFC23DA004_8000,80HQTR23FA044,CONT_AWD_80HQTR23FA044_8000_80GSFC23DA004_8000,contract,"Chenega Global Protection, LLC",2025-02-27,F,P00005,-136103.40,Termination for convenience agreement- Earth Information Center (EIC) support for NASA office of protective services,NASA HQ PROTECTIVE SERVICE- SECURITY POLICE OFFICER POST- EAST LOBBY- EARTH INFORMATION CENTER (EIC),14420 ALBEMARLE POINT PL STE 100,,CHANTILLY,VA,20151,WASHINGTON,DC,20546,both,api,
CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730,80NSSC23FA279,CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730,contract,Creative Solutions International Coporation,2025-02-20,F,P00003,-6154.45,Termination for convenience agreement - creative solutions consulting services (deborah klotz) in support of the ocio transformation project.,CREATIVE SOLUTIONS CONSULTING SERVICES (DEBORAH KLOTZ) IN SUPPORT OF THE OCIO TRANSFORMATION PROJECT.,3516 6TH S ST,,ARLINGTON,VA,22204,ARLINGTON,VA,22204,both,api,
CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-,80NSSC24PC331,CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-,contract,"Eli Group, LLC",2025-02-19,F,P00001,0.00,Termination for convenience agreement - executive leadership impact,EXECUTIVE LEADERSHIP IMPACT,3904 IMMEL DR,,FLOWER MOUND,TX,75022,FLOWER MOUND,TX,75022,both,api,
CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-,80NSSC24PA609,CONT_AWD_80NSSC24PA609_8000_-NONE-_-NONE-,contract,"Politico, LLC",2025-02-18,F,P00001,0.00,Termination for convenience agreement - politico pro agreement for ocfo,POLITICO PRO AGREEMENT FOR OCFO,1000 WILSON BLVD FL 8,,ARLINGTON,VA,22209,ARLINGTON,VA,22209,both,api,
CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-,80NSSC24PA723,CONT_AWD_80NSSC24PA723_8000_-NONE-_-NONE-,contract,"Politico, LLC",2025-02-18,F,P00001,0.00,Termination for convenience agreement - renewal for politico pro service for olia,RENEWAL FOR POLITICO PRO SERVICE FOR OLIA,1000 WILSON BLVD FL 8,,ARLINGTON,VA,22209,ARLINGTON,VA,22209,both,api,
CONT_AWD_80MSFC20C0050_8000_-NONE-_-NONE-,80MSFC20C0050,CONT_AWD_80MSFC20C0050_8000_-NONE-_-NONE-,contract,Spatial Informatics Group LLC,2025-02-07,M,P00011,0.00,Stop work notice issued with notification of intent to de-scope - servir global network capability program,SERVIR GLOBAL NETWORK CAPABILITY PROGRAM,2529 YOLANDA CT,,PLEASANTON,CA,94566,PLEASANTON,CA,94588,description,api,
CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-,80NSSC24PA590,CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-,contract,"Eli Group, LLC",2025-01-31,F,P00001,0.00,Stop work notice issued with notification of intent to terminate for convenience - 2024 leadership lab for women,2024 LEADERSHIP LAB FOR WOMEN,3904 IMMEL DR,,FLOWER MOUND,TX,75022,FLOWER MOUND,TX,75022,both,api,
CONT_AWD_80JSC024FA135_8000_80JSC023AA001_8000,80JSC024FA135,CONT_AWD_80JSC024FA135_8000_80JSC023AA001_8000,contract,Booz Allen Hamilton Inc,2025-01-27,F,P00002,0.00,Stop work notice issued with notification of intent to terminate for convenience terminated iaw eo 14151-strategic professional engineering assessment contract ii (SPEAC II),STRATEGIC PROFESSIONAL ENGINEERING ASSESSMENT CONTRACT II (SPEACII) - TASK ORDER 104 BASE - DEIA ORGANIZATIONAL CLIMATE SURVEY AND BARRIER ANALYSIS ASSESSMENT,8283 GREENSBORO DR,,MC LEAN,VA,22102,HOUSTON,TX,77058,both,api,
CONT_AWD_80JSC024FA083_8000_80JSC023AA001_8000,80JSC024FA083,CONT_AWD_80JSC024FA083_8000_80JSC023AA001_8000,contract,Booz Allen Hamilton Inc,2025-01-24,F,P00002,-1384035.00,Termination for convenience agreement - speacii - task order 84 - NASA odeo deia data analytics and assessment,SPEACII - TASK ORDER 84 BASE - NASA ODEO DEIA DATA ANALYTICS AND ASSESSMENT,8283 GREENSBORO DR,,MC LEAN,VA,22102,HOUSTON,TX,77058,both,api,
CONT_AWD_80MSFC24CA008_8000_-NONE-_-NONE-,80MSFC24CA008,CONT_AWD_80MSFC24CA008_8000_-NONE-_-NONE-,contract,"University of California, Los Angeles",2025-01-23,M,P00003,0.00,"Stop work notice issued with notification of intent to descope - the goal of neo surveyor is to find, track, and characterize the asteroids and comets that could potentially threaten the Earth.","THE GOAL OF NEO SURVEYOR IS TO FIND, TRACK, AND CHARACTERIZE THE ASTEROIDS AND COMETS THAT COULD POTENTIALLY THREATEN THE EARTH.",10889 WILSHIRE BLVD STE 700,,LOS ANGELES,CA,90024,LOS ANGELES,CA,90024,description,api,
CONT_AWD_80MSFC24F0067_8000_80MSFC20D0004_8000,80MSFC24F0067,CONT_AWD_80MSFC24F0067_8000_80MSFC20D0004_8000,contract,The Johns Hopkins University Applied Physics Laboratory LLC,2025-01-23,M,P00002,0.00,Stop work notice issued with notification of intent to terminate for convenience - Here to Observe (H2O) support for Planetary Science Division (PSD) missions,HERE TO OBSERVE (H2O) SUPPORT FOR PLANETARY SCIENCE DIVISION (PSD) MISSIONS,11100 JOHNS HOPKINS RD,,LAUREL,MD,20723,LAUREL,MD,20723,description,api,
CONT_AWD_NNM16AA08C_8000_-NONE-_-NONE-,NNM16AA08C,CONT_AWD_NNM16AA08C_8000_-NONE-_-NONE-,contract,Southwest Research Institute,2025-01-23,M,44,0.00,"Stop work notice issued with notification of intent to descope - lucy is a planned NASA space probe that will tour five Jupiter trojans, asteroids which share Jupiter'S orbit around the sun, orbiting either ahead of or behind the planet and one main belt asteroid. All target encounters will be fly-by encounters.","IGF::CL,CT::IGF LUCY IS A PLANNED NASA SPACE PROBE THAT WILL TOUR FIVE JUPITER TROJANS, ASTEROIDS WHICH SHARE JUPITER'S ORBIT AROUND THE SUN, ORBITING EITHER AHEAD OF OR BEHIND THE PLANET AND ONE MAIN BELT ASTEROID. ALL TARGET ENCOUNTERS WILL BE FLY-BY ENCOUNTERS.",6220 CULEBRA RD,,SAN ANTONIO,TX,78238,SAN ANTONIO,TX,78238,description,api,
